,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
3659,vOTU_12669,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3660,vOTU_12682,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3661,vOTU_12692,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3662,vOTU_12696,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3663,vOTU_12700,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3665,vOTU_12747,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3666,vOTU_1275,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3667,vOTU_12755,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3668,vOTU_12764,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3670,vOTU_12776,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3672,vOTU_1280,Unassigned,Unassigned,Unassigned,,Overlap (VC_242/VC_492),,,,,,,,,,
3673,vOTU_12804,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3675,vOTU_12864,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3676,vOTU_12889,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3679,vOTU_12954,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3680,vOTU_12958,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3681,vOTU_12970,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3683,vOTU_1301,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3684,vOTU_13048,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3685,vOTU_13065,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3686,vOTU_13080,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3687,vOTU_13114,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3688,vOTU_13121,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3689,vOTU_13131,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3690,vOTU_13138,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3691,vOTU_1314,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3692,vOTU_13159,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3693,vOTU_13162,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3694,vOTU_13169,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3695,vOTU_13178,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3697,vOTU_13189,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3698,vOTU_13200,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3699,vOTU_13207,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3701,vOTU_13234,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3702,vOTU_13243,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3703,vOTU_1326,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3704,vOTU_13291,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3706,vOTU_13297,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3709,vOTU_13347,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3710,vOTU_13458,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3711,vOTU_13481,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3712,vOTU_13510,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3713,vOTU_13512,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3715,vOTU_1355,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3716,vOTU_13570,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3717,vOTU_13600,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3718,vOTU_13601,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3720,vOTU_13667,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3721,vOTU_13668,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3722,vOTU_13680,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3723,vOTU_13693,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3724,vOTU_1372,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3726,vOTU_13758,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3728,vOTU_13782,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3729,vOTU_13802,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3730,vOTU_13813,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3731,vOTU_13821,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3732,vOTU_13828,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3733,vOTU_13832,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3734,vOTU_13844,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3736,vOTU_13881,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3738,vOTU_13925,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3740,vOTU_1404,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3741,vOTU_14041,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3742,vOTU_14042,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3743,vOTU_14061,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3744,vOTU_14069,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3745,vOTU_14078,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3746,vOTU_14092,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3748,vOTU_1410,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3749,vOTU_14104,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3750,vOTU_14108,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3751,vOTU_14114,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3752,vOTU_14119,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3753,vOTU_14125,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3754,vOTU_14133,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3756,vOTU_14169,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3757,vOTU_14245,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3758,vOTU_14252,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3759,vOTU_14258,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3760,vOTU_14263,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3761,vOTU_14295,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3762,vOTU_14302,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3763,vOTU_14314,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3765,vOTU_14361,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3766,vOTU_14374,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3767,vOTU_14387,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3768,vOTU_14391,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3770,vOTU_14394,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3771,vOTU_14395,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3772,vOTU_1440,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3773,vOTU_14402,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3774,vOTU_14405,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3775,vOTU_14406,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3779,vOTU_14535,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3780,vOTU_14582,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3782,vOTU_14590,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3784,vOTU_14624,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3785,vOTU_14634,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3788,vOTU_14667,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3789,vOTU_14680,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3790,vOTU_14681,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3791,vOTU_14684,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3792,vOTU_14692,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3795,vOTU_14752,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3796,vOTU_14756,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3797,vOTU_14761,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3798,vOTU_14770,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3799,vOTU_14773,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3800,vOTU_14779,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3802,vOTU_14792,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3804,vOTU_14801,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3806,vOTU_14823,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3808,vOTU_14853,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3809,vOTU_14861,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3812,vOTU_14915,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3813,vOTU_14940,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3814,vOTU_14942,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3815,vOTU_1495,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3816,vOTU_14951,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3817,vOTU_1497,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3818,vOTU_14973,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3819,vOTU_14991,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3820,vOTU_14994,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3821,vOTU_14999,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3823,vOTU_15019,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3825,vOTU_15027,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3827,vOTU_15071,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3828,vOTU_15078,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3829,vOTU_15107,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3830,vOTU_15120,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3831,vOTU_15159,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3832,vOTU_15165,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3834,vOTU_15207,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3835,vOTU_15222,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3836,vOTU_15228,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3840,vOTU_15289,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3841,vOTU_15294,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3842,vOTU_153,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3844,vOTU_15308,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3845,vOTU_15322,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3846,vOTU_1534,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3847,vOTU_15340,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3848,vOTU_15344,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3849,vOTU_15353,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3850,vOTU_15362,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3851,vOTU_15366,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3852,vOTU_15396,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3853,vOTU_15438,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3854,vOTU_15440,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3856,vOTU_15474,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3857,vOTU_15480,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3859,vOTU_15510,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3860,vOTU_15533,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3862,vOTU_15576,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3863,vOTU_15593,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3864,vOTU_15625,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3865,vOTU_15664,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3866,vOTU_15672,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3867,vOTU_15702,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3868,vOTU_15714,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3869,vOTU_15718,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3870,vOTU_15736,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3871,vOTU_15759,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3873,vOTU_15831,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3874,vOTU_1588,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3876,vOTU_15909,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3877,vOTU_1591,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3878,vOTU_15910,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3879,vOTU_15915,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3880,vOTU_15920,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3881,vOTU_15949,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3882,vOTU_15964,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3883,vOTU_15972,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3885,vOTU_15998,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3888,vOTU_16061,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3889,vOTU_16072,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3890,vOTU_16075,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3891,vOTU_16077,Unassigned,Unassigned,Unassigned,,Overlap (VC_529/VC_530),,,,,,,,,,
3892,vOTU_16111,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3893,vOTU_16147,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3894,vOTU_16175,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3895,vOTU_16189,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3896,vOTU_16194,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3897,vOTU_16201,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3898,vOTU_16205,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3899,vOTU_16216,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3900,vOTU_1622,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3901,vOTU_16262,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3903,vOTU_16267,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3904,vOTU_16298,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3905,vOTU_16319,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3906,vOTU_16344,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3907,vOTU_16353,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3908,vOTU_16355,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3909,vOTU_16469,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3910,vOTU_16489,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3911,vOTU_16520,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3912,vOTU_16531,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3913,vOTU_16536,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3914,vOTU_16555,Unassigned,Unassigned,Unassigned,,Overlap (VC_529/VC_530),,,,,,,,,,
3915,vOTU_16581,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3916,vOTU_16585,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3918,vOTU_16604,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3919,vOTU_16615,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3920,vOTU_16618,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3921,vOTU_16627,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3922,vOTU_16632,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3923,vOTU_16649,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3924,vOTU_16653,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3925,vOTU_16671,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3926,vOTU_16675,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3927,vOTU_16695,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3928,vOTU_16708,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3929,vOTU_16741,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3931,vOTU_16798,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3933,vOTU_16809,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3934,vOTU_16825,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3935,vOTU_16845,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3936,vOTU_16850,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3937,vOTU_16876,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3938,vOTU_16924,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3939,vOTU_16934,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3940,vOTU_16951,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3942,vOTU_16964,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3943,vOTU_16971,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3946,vOTU_17028,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3948,vOTU_171,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3949,vOTU_17129,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3952,vOTU_17221,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3953,vOTU_17237,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3954,vOTU_17245,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3955,vOTU_17256,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3956,vOTU_17260,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3957,vOTU_17284,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3959,vOTU_17296,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3961,vOTU_17354,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3962,vOTU_17384,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3963,vOTU_1744,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3964,vOTU_17444,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3965,vOTU_17448,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3966,vOTU_17457,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3967,vOTU_1746,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3968,vOTU_17463,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3969,vOTU_17466,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3970,vOTU_17471,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3971,vOTU_17497,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3972,vOTU_17504,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3974,vOTU_17540,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3975,vOTU_17558,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3977,vOTU_17581,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3979,vOTU_17597,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3981,vOTU_17665,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3982,vOTU_1768,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3983,vOTU_17690,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3984,vOTU_17702,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3985,vOTU_1775,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3987,vOTU_17797,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3989,vOTU_17800,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3990,vOTU_17829,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3991,vOTU_17842,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3992,vOTU_17856,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3993,vOTU_17864,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3994,vOTU_17869,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3995,vOTU_17895,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3996,vOTU_17933,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3997,vOTU_17940,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3998,vOTU_17954,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3999,vOTU_17960,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4000,vOTU_17961,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4001,vOTU_17964,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4002,vOTU_17965,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4003,vOTU_17984,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4005,vOTU_18001,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4006,vOTU_18004,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4007,vOTU_18009,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4008,vOTU_18034,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4009,vOTU_1808,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4011,vOTU_18094,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4012,vOTU_18109,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4013,vOTU_18114,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4014,vOTU_18121,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4015,vOTU_18132,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4016,vOTU_18150,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4018,vOTU_18193,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4020,vOTU_18224,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4021,vOTU_18237,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4022,vOTU_18241,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4023,vOTU_18246,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4025,vOTU_18260,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4026,vOTU_18282,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4028,vOTU_18299,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4029,vOTU_183,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4030,vOTU_18300,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4031,vOTU_18303,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4032,vOTU_18349,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4034,vOTU_18351,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4035,vOTU_18357,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4036,vOTU_18364,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4038,vOTU_18375,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4039,vOTU_18389,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4040,vOTU_18391,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4042,vOTU_1840,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4043,vOTU_18413,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4044,vOTU_18424,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4045,vOTU_18437,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4046,vOTU_18439,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4047,vOTU_18451,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
